,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Category,Outlet_Age
230,12.91,Low Fat,0.005949644,Household,165.6526,Medium,Tier 3,Supermarket Type3,8.470127872845005,NC,28
231,12.91,Regular,0.13956116,Seafood,170.4764,Medium,Tier 3,Supermarket Type3,8.142216938353288,FD,28
232,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,Small,Tier 2,Supermarket Type1,7.034262283255773,FD,11
233,7.55,Low Fat,0.027164679,Canned,152.334,Small,Tier 2,Supermarket Type1,7.864910756462707,FD,9
234,13.0,Low Fat,0.099325278,Household,45.406,Small,Tier 1,Supermarket Type1,6.408327782390734,NC,16
235,12.91,Low Fat,0.04357366,Hard Drinks,192.8846,Medium,Tier 3,Supermarket Type3,7.738058923648183,DR,28
236,12.89,Regular,0.082741482,Snack Foods,118.7782,Medium,Tier 1,Grocery Store,4.788975641259918,FD,28
237,12.3,Regular,0.064565202,Starchy Foods,92.9804,High,Tier 3,Supermarket Type1,7.565528306880229,FD,26
238,12.91,Low Fat,0.084554569,Snack Foods,109.8912,Medium,Tier 3,Supermarket Type3,7.638021350028196,FD,28
239,12.91,Low Fat,0.058451805,Health and Hygiene,79.9618,Medium,Tier 3,Supermarket Type3,5.491765954351177,NC,28
240,17.25,Low Fat,0.113748685,Household,251.3724,Small,Tier 2,Supermarket Type1,8.824112260637174,NC,11
241,15.85,Low Fat,0.020603511,Household,42.7112,Small,Tier 2,Supermarket Type1,6.4617306419066205,NC,6
242,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,Small,Tier 2,Supermarket Type1,8.086237398843044,NC,9
243,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,Small,Tier 2,Supermarket Type1,8.885108501081957,FD,6
244,14.1,Low Fat,0.087977262,Dairy,229.0668,Small,Tier 2,Supermarket Type1,8.079040167292407,DR,9
245,7.905,Low Fat,0.010010425,Snack Foods,249.0408,Small,Tier 2,Supermarket Type1,8.231139658839913,FD,9
246,12.0,Low Fat,0.033946163,Canned,179.3976,High,Tier 3,Supermarket Type1,8.143765674888975,FD,26
247,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,Small,Tier 2,Supermarket Type1,6.883187138644773,FD,9
248,10.1,Low Fat,0.027106459,Meat,75.367,Medium,Tier 1,Supermarket Type1,6.285940364723352,FD,14
249,17.5,Low Fat,0.027022883,Frozen Foods,262.491,Small,Tier 2,Supermarket Type1,8.568042187117742,FD,6
250,12.89,Low Fat,0.058153409,Dairy,152.034,Medium,Tier 1,Grocery Store,5.7277203309449645,DR,28
251,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,Medium,Tier 3,Supermarket Type2,7.484378530877698,FD,4
252,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,Medium,Tier 1,Supermarket Type1,6.633334222629409,FD,14
253,11.8,Regular,0.09357779,Snack Foods,125.9704,High,Tier 3,Supermarket Type1,7.538258675589114,FD,26
254,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,Small,Tier 2,Supermarket Type1,8.237500664046554,FD,11
255,12.89,Low Fat,0.148392623,Frozen Foods,41.5796,Medium,Tier 1,Grocery Store,3.744304700219346,FD,28
256,8.5,Low Fat,0.098438394,Canned,51.1324,Small,Tier 2,Supermarket Type1,5.563224548903645,FD,6
257,8.645,Low Fat,0.143303291,Health and Hygiene,96.341,High,Tier 3,Supermarket Type1,5.268280750171497,NC,26
258,17.6,Regular,0.076276208,Meat,110.9202,Small,Tier 2,Supermarket Type1,7.431775272941818,FD,11
259,9.1,Low Fat,0.175103435,Baking Goods,127.5362,Small,Tier 2,Supermarket Type1,8.446113730228612,FD,6
260,12.8,Regular,0.023511371,Meat,225.9404,High,Tier 3,Supermarket Type1,8.507524358538797,FD,26
261,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,Small,Tier 2,Supermarket Type1,7.257816198403183,DR,9
262,9.285,Regular,0.049559042,Frozen Foods,246.4144,Small,Tier 2,Supermarket Type1,7.1115708423410915,FD,6
263,13.6,Regular,0.119418124,Dairy,231.03,Small,Tier 2,Supermarket Type1,8.586847977122963,FD,11
264,8.895,Low Fat,0.072545601,Breakfast,176.237,Small,Tier 2,Supermarket Type1,7.476115579125782,FD,11
265,16.35,Low Fat,0.090486828,Household,195.211,High,Tier 3,Supermarket Type1,7.845550326713768,NC,26
266,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,High,Tier 3,Supermarket Type1,6.915415464701195,FD,26
267,7.975,Low Fat,0.014618973,Baking Goods,85.225,High,Tier 3,Supermarket Type1,6.987420992525393,FD,26
268,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,Small,Tier 2,Supermarket Type1,5.736350337363997,FD,6
269,15.7,Low Fat,0.045166237,Frozen Foods,178.666,High,Tier 3,Supermarket Type1,7.831110597794366,FD,26
270,8.985,Regular,0.057827101,Frozen Foods,128.831,Small,Tier 1,Supermarket Type1,7.264828843461144,FD,16
271,20.35,Low Fat,0.089394766,Dairy,260.1594,High,Tier 3,Supermarket Type1,7.6469628059088794,FD,26
272,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,High,Tier 3,Supermarket Type1,7.565528306880229,FD,26
273,19.85,Low Fat,0.005234153,Dairy,264.0884,Small,Tier 2,Supermarket Type1,8.670900024186533,FD,9
274,16.85,Low Fat,0.036390174,Snack Foods,91.4488,Small,Tier 1,Supermarket Type1,7.6418631964371695,FD,16
275,12.91,Low Fat,0.03292824,Meat,173.1738,Medium,Tier 3,Supermarket Type3,8.895561076841759,FD,28
276,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,High,Tier 3,Supermarket Type1,8.916501411394016,FD,26
277,17.6,Regular,0.076552407,Meat,110.5202,Small,Tier 2,Supermarket Type1,6.111646480883841,FD,6
278,7.905,Low Fat,0.016758569,Snack Foods,250.4408,Medium,Tier 3,Grocery Store,6.2179656555136855,FD,15
279,12.91,Low Fat,0.044248175,Snack Foods,126.202,Medium,Tier 3,Supermarket Type3,8.20782649782832,FD,28
280,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,Medium,Tier 3,Supermarket Type2,6.60309631109079,FD,4
281,7.825,Low Fat,0.186032678,Household,253.0698,Small,Tier 2,Supermarket Type1,8.714251493671908,NC,9
282,12.91,Low Fat,0.031867464,Household,101.0016,Medium,Tier 3,Supermarket Type3,7.66210743057039,NC,28
283,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,Small,Tier 2,Supermarket Type1,7.731068947218516,DR,6
284,12.89,Low Fat,0.193772568,Fruits and Vegetables,190.3846,Medium,Tier 1,Grocery Store,6.353071458874261,FD,28
285,6.26,Regular,0.009866049,Meat,151.1366,Small,Tier 2,Supermarket Type1,7.726675269552531,FD,9
286,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,Medium,Tier 3,Grocery Store,5.696914947078256,FD,15
287,13.0,Low Fat,0.099729888,Household,46.306,Medium,Tier 3,Supermarket Type2,6.328422380093908,NC,4
288,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,Small,Tier 2,Supermarket Type1,8.623430722383686,FD,9
289,8.695,Low Fat,0.119721451,Household,95.5094,Medium,Tier 1,Supermarket Type1,7.121835643414572,NC,14
290,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,Small,Tier 2,Supermarket Type1,6.346090643591467,DR,11
291,12.91,Regular,0.060371962,Breakfast,174.0712,Medium,Tier 3,Supermarket Type3,8.260484169875683,FD,28
292,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,Small,Tier 2,Supermarket Type1,7.2302282675078136,FD,11
293,7.075,Low Fat,0.05858462,Dairy,142.7128,Medium,Tier 3,Supermarket Type2,7.533996551687948,FD,4
294,12.91,Regular,0.11679292,Baking Goods,196.211,Medium,Tier 3,Supermarket Type3,8.612595730591668,FD,28
295,8.195,Low Fat,0.031452265,Baking Goods,94.3462,Medium,Tier 1,Supermarket Type1,6.831373030313328,FD,14
296,7.09,Low Fat,0.00721395,Baking Goods,47.9034,Small,Tier 2,Supermarket Type1,6.370313226611205,FD,9
297,6.095,Low Fat,0.081196619,Others,141.4154,Small,Tier 1,Supermarket Type1,7.257816198403183,NC,16
298,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,Small,Tier 2,Supermarket Type1,6.8498854592118095,FD,6
299,6.15,Low Fat,0.04627095,Baking Goods,99.3384,Small,Tier 1,Supermarket Type1,7.768922907894645,FD,16
300,12.91,Regular,0.02747716,Canned,87.9856,Medium,Tier 3,Supermarket Type3,8.087261359202977,FD,28
301,12.89,Regular,0.104704537,Fruits and Vegetables,125.2678,Medium,Tier 1,Grocery Store,5.542578758317674,FD,28
302,17.7,Low Fat,0.012540003,Household,167.0474,Small,Tier 2,Supermarket Type1,8.68214119831529,NC,9
303,17.85,Low Fat,0.147023834,Breads,93.7436,Medium,Tier 3,Supermarket Type2,7.034848792864854,FD,4
304,9.395,Low Fat,0.159657596,Soft Drinks,224.972,Small,Tier 2,Supermarket Type1,8.948670106635578,DR,11
305,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,Small,Tier 2,Supermarket Type1,7.929025726018812,DR,6
306,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,Small,Tier 2,Supermarket Type1,8.578867389293787,FD,11
307,7.075,Low Fat,0.053930934,Frozen Foods,98.0068,Medium,Tier 3,Supermarket Type2,6.775207630893678,FD,4
308,6.445,Low Fat,0.029691762,Baking Goods,92.6436,Small,Tier 1,Supermarket Type1,6.947917471881167,FD,16
309,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,Small,Tier 2,Supermarket Type1,8.019298731929917,FD,9
310,20.25,Regular,0.014790559,Dairy,193.6162,Small,Tier 2,Supermarket Type1,8.255652827449497,FD,9
311,15.0,Regular,0.054378253,Canned,59.1904,Small,Tier 1,Supermarket Type1,6.269690046788008,FD,16
312,6.67,Regular,0.123428594,Snack Foods,89.1514,Small,Tier 1,Supermarket Type1,7.77983820761587,FD,16
313,12.91,Regular,0.029943463,Canned,60.222,Medium,Tier 3,Supermarket Type3,7.4258440620311275,FD,28
314,16.7,Regular,0.052368061,Frozen Foods,112.7176,High,Tier 3,Supermarket Type1,6.6878853634703646,FD,26
315,7.07,Low Fat,0.093861144,Snack Foods,115.5834,Small,Tier 2,Supermarket Type1,7.145209857300497,FD,11
316,6.48,Low Fat,0.033968647,Snack Foods,148.0076,Small,Tier 2,Supermarket Type1,6.788797854000482,FD,11
317,19.0,Regular,0.173154079,Fruits and Vegetables,228.272,Medium,Tier 3,Grocery Store,6.117533162351139,FD,15
318,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,Small,Tier 2,Supermarket Type1,8.263234492989666,FD,11
319,12.91,Low Fat,0.043351896,Fruits and Vegetables,146.6418,Medium,Tier 3,Supermarket Type3,8.392820642527035,FD,28
320,12.91,Low Fat,0.042086652,Hard Drinks,122.4388,Medium,Tier 3,Supermarket Type3,8.603353859989385,DR,28
321,9.695,Regular,0.12848269,Baking Goods,223.9404,Medium,Tier 1,Supermarket Type1,8.507524358538797,FD,14
322,15.0,Low Fat,0.049357077,Soft Drinks,62.6168,Small,Tier 2,Supermarket Type1,6.866674917754745,DR,6
323,11.15,Regular,0.008326735,Dairy,149.9708,Small,Tier 2,Supermarket Type1,7.579229488242516,FD,6
324,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,Medium,Tier 1,Supermarket Type1,7.78538991907436,FD,14
325,9.8,Low Fat,0.151420934,Others,194.3478,Medium,Tier 3,Grocery Store,5.962281844132241,NC,15
326,16.35,Low Fat,0.032511818,Meat,165.0842,High,Tier 3,Supermarket Type1,6.903451229836965,FD,26
327,9.6,Regular,0.022323658,Breads,101.299,Small,Tier 2,Supermarket Type1,7.470442345708708,FD,11
328,12.91,Low Fat,0.019292355,Health and Hygiene,129.9994,Medium,Tier 3,Supermarket Type3,8.11432004128089,NC,28
329,13.35,Low Fat,0.048124443,Breads,216.7166,Small,Tier 2,Supermarket Type1,8.273821116124731,FD,11
330,20.7,Low Fat,0.09261307,Dairy,76.367,High,Tier 3,Supermarket Type1,5.7277203309449645,DR,26
331,12.91,Low Fat,0.094697274,Baking Goods,158.4604,Medium,Tier 3,Supermarket Type3,8.361575289077596,FD,28
332,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,Small,Tier 2,Supermarket Type1,8.39538088413653,FD,11
333,12.91,Regular,0.056596985,Snack Foods,230.9984,Medium,Tier 3,Supermarket Type3,9.134423873115777,FD,28
334,12.89,Low Fat,0.2047,Frozen Foods,76.867,Medium,Tier 1,Grocery Store,5.441122499804037,FD,28
335,12.91,Regular,0.020618324,Breakfast,129.3994,Medium,Tier 3,Supermarket Type3,7.628999222651304,FD,28
336,5.5,Low Fat,0.04709821,Others,101.3016,Small,Tier 1,Supermarket Type1,8.113921515974855,NC,16
337,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,Small,Tier 2,Supermarket Type1,8.765820831289355,FD,11
338,15.7,Regular,0.038078899,Frozen Foods,122.9046,Small,Tier 2,Supermarket Type1,7.59743324878331,FD,6
339,7.895,Regular,0.095102092,Breakfast,104.4332,Small,Tier 2,Supermarket Type1,7.962739417332859,FD,6
340,12.91,Regular,0.011953902,Canned,164.5184,Medium,Tier 3,Supermarket Type3,7.94023232353987,FD,28
341,17.35,Regular,0.062799379,Baking Goods,88.183,High,Tier 3,Supermarket Type1,6.292120839195936,FD,26
342,7.285,Low Fat,0.031125709,Household,174.3054,High,Tier 3,Supermarket Type1,8.384492310963843,NC,26
343,20.25,Low Fat,0.026005891,Household,180.9976,Small,Tier 2,Supermarket Type1,7.907454371437515,NC,11
344,12.89,Low Fat,0.09246392,Snack Foods,190.9504,Medium,Tier 1,Grocery Store,5.951945869567721,FD,28
345,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,Medium,Tier 1,Supermarket Type1,6.556898803449431,DR,14
346,6.17,Low Fat,0.010647477,Meat,66.3826,Medium,Tier 1,Supermarket Type1,7.569658408065413,FD,14
347,19.5,Low Fat,0.015749341,Household,182.2608,Medium,Tier 1,Supermarket Type1,8.104308949471147,NC,14
348,19.2,Low Fat,0.077628053,Household,197.611,Medium,Tier 1,Supermarket Type1,8.053116284403773,NC,14
349,16.7,Low Fat,0.053930934,Canned,181.2292,Medium,Tier 3,Supermarket Type2,7.8458109468588795,FD,4
350,20.85,Regular,0.056695731,Breads,104.0648,Medium,Tier 3,Supermarket Type2,7.533996551687948,FD,4
351,14.5,Regular,0.063993068,Breads,260.4594,Small,Tier 2,Supermarket Type1,8.61174806786897,FD,11
352,11.395,Regular,0.069529262,Meat,233.1616,High,Tier 3,Supermarket Type1,8.715125858260404,FD,26
353,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,Small,Tier 1,Supermarket Type1,7.858498837218824,DR,16
354,7.71,Regular,0.06670068,Snack Foods,55.2956,Medium,Tier 1,Supermarket Type1,7.13624356173881,FD,14
355,19.25,Regular,0.034699737,Canned,141.7496,Small,Tier 1,Supermarket Type1,8.31736042035292,FD,16
356,7.075,Low Fat,0.058346939,Dairy,142.2128,Small,Tier 1,Supermarket Type1,8.059870924715819,FD,16
357,12.91,Regular,0.065203103,Meat,166.0816,Medium,Tier 3,Supermarket Type3,8.524059166570577,FD,28
358,11.6,Regular,0.078929571,Frozen Foods,79.9276,Small,Tier 1,Supermarket Type1,7.037191397406722,FD,16
359,12.91,Low Fat,0.182514881,Fruits and Vegetables,98.77,Medium,Tier 3,Supermarket Type3,7.900076989989181,FD,28
360,12.1,Low Fat,0.016895293,Hard Drinks,178.566,Medium,Tier 3,Supermarket Type2,6.802205856593669,DR,4
361,10.0,Low Fat,0.073379745,Health and Hygiene,118.244,Small,Tier 1,Supermarket Type1,7.922047837653786,NC,16
362,14.35,Low Fat,0.08075758,Baking Goods,81.896,Small,Tier 2,Supermarket Type1,6.779758257718726,FD,11
363,10.395,Low Fat,0.112271498,Snack Foods,58.222,Medium,Tier 1,Supermarket Type1,6.492454963393855,FD,14
364,12.89,Low Fat,0.153741385,Dairy,182.6292,Medium,Tier 1,Grocery Store,5.211828761979999,FD,28
365,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,High,Tier 3,Supermarket Type1,8.191915414369298,FD,26
366,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,Small,Tier 2,Supermarket Type1,8.547585044632699,FD,9
367,9.195,Regular,0.078502143,Meat,108.7596,Small,Tier 2,Supermarket Type1,7.859270441807881,FD,6
368,20.7,Regular,0.047684831,Dairy,212.5876,Medium,Tier 3,Supermarket Type2,7.160322167052177,FD,4
369,15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,Small,Tier 2,Supermarket Type1,7.115905713142174,FD,6
370,12.91,Regular,0.053930934,Fruits and Vegetables,60.2194,Medium,Tier 3,Supermarket Type3,7.458614669898795,FD,28
371,12.89,Low Fat,0.053392944,Health and Hygiene,193.8162,Medium,Tier 1,Grocery Store,5.955403078282874,NC,28
372,16.5,Low Fat,0.036715907,Household,180.0318,Small,Tier 2,Supermarket Type1,8.286647209592282,NC,11
373,9.0,Low Fat,0.065236932,Snack Foods,176.437,Small,Tier 2,Supermarket Type1,8.957282310163746,FD,9
374,6.785,Regular,0.041947547,Meat,41.2112,High,Tier 3,Supermarket Type1,6.6977905048418025,FD,26
375,19.5,Low Fat,0.082888496,Canned,178.6002,Medium,Tier 3,Supermarket Type2,7.134652894969606,FD,4
376,7.575,Low Fat,0.055390121,Dairy,195.2768,Small,Tier 1,Supermarket Type1,8.651064286335401,FD,16
377,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,High,Tier 3,Supermarket Type1,7.290129158266899,FD,26
378,16.75,Low Fat,0.060495243,Dairy,169.8106,High,Tier 3,Supermarket Type1,8.087056650993398,FD,26
379,7.47,Regular,0.053930934,Frozen Foods,214.3218,Small,Tier 2,Supermarket Type1,8.360641364474501,FD,9
380,12.91,Regular,0.014753811,Fruits and Vegetables,231.7958,Medium,Tier 3,Supermarket Type3,8.589700514643262,FD,28
381,12.91,Low Fat,0.160707489,Fruits and Vegetables,38.019,Medium,Tier 3,Supermarket Type3,7.184844444172743,FD,28
382,13.85,Regular,0.085622362,Meat,119.4124,Medium,Tier 3,Supermarket Type2,7.71990057890739,FD,4
383,6.635,Regular,0.046350909,Frozen Foods,37.4506,Small,Tier 2,Supermarket Type1,7.071122158868344,FD,6
384,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,Small,Tier 1,Supermarket Type1,8.167469346797978,FD,16
385,15.25,Low Fat,0.026604781,Snack Foods,86.2198,Small,Tier 2,Supermarket Type1,6.41597807660191,FD,9
386,15.85,Low Fat,0.053930934,Canned,96.4094,Small,Tier 2,Supermarket Type1,7.121835643414572,FD,9
387,15.2,Low Fat,0.031860325,Snack Foods,235.1248,Medium,Tier 3,Grocery Store,6.163419219635774,FD,15
388,12.91,Regular,0.053930934,Snack Foods,52.6666,Medium,Tier 3,Supermarket Type3,6.577489104855228,FD,28
389,20.75,Low Fat,0.021250002,Soft Drinks,150.5024,Small,Tier 1,Supermarket Type1,7.856180444765331,DR,16
390,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,Small,Tier 1,Supermarket Type1,7.845289638628091,FD,16
391,7.605,Low Fat,0.129503146,Fruits and Vegetables,164.021,Small,Tier 2,Supermarket Type1,8.272801488538876,FD,11
392,18.0,Regular,0.142688846,Fruits and Vegetables,88.5514,Small,Tier 1,Supermarket Type1,6.682061729183589,FD,16
393,12.89,Low Fat,0.179484411,Dairy,228.9352,Medium,Tier 1,Grocery Store,6.821261004635524,FD,28
394,18.35,Low Fat,0.089163056,Household,191.3504,Small,Tier 2,Supermarket Type1,8.089714594658016,NC,11
395,6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,Medium,Tier 1,Supermarket Type1,7.4258440620311275,FD,14
396,13.8,Regular,0.056960814,Snack Foods,230.0984,Medium,Tier 1,Supermarket Type1,8.218294959020916,FD,14
397,21.2,Regular,0.00704098,Starchy Foods,173.5738,Small,Tier 1,Supermarket Type1,7.991306246576561,FD,16
398,10.5,Regular,0.011026594,Snack Foods,166.4842,Medium,Tier 3,Supermarket Type2,7.883652589937146,FD,4
399,8.97,Low Fat,0.093203257,Household,52.7956,Small,Tier 2,Supermarket Type1,6.945355834234268,NC,11
400,12.91,Low Fat,0.026916794,Others,50.9666,Medium,Tier 3,Supermarket Type3,6.577489104855228,NC,28
401,10.6,Low Fat,0.035264298,Health and Hygiene,86.1224,Small,Tier 2,Supermarket Type1,6.057046273917251,NC,11
402,13.65,Low Fat,0.015908424,Breads,231.1668,Small,Tier 2,Supermarket Type1,8.841014889187427,FD,9
403,19.0,Low Fat,0.017719277,Health and Hygiene,211.0244,Small,Tier 1,Supermarket Type1,8.245919548037065,NC,16
404,12.91,Regular,0.035334201,Snack Foods,115.3518,Medium,Tier 3,Supermarket Type3,7.731068947218516,FD,28
405,12.89,Low Fat,0.065652494,Baking Goods,48.9034,Medium,Tier 1,Grocery Store,3.904059379768645,FD,28
406,6.865,Low Fat,0.056919038,Snack Foods,212.8218,Medium,Tier 1,Supermarket Type1,8.660685315829937,FD,14
407,10.8,Regular,0.048143292,Baking Goods,40.2138,Small,Tier 1,Supermarket Type1,6.538768569625618,FD,16
408,16.7,Low Fat,0.022047313,Dairy,110.2886,High,Tier 3,Supermarket Type1,7.544970105548199,FD,26
409,12.91,Low Fat,0.090427268,Hard Drinks,126.2336,Medium,Tier 3,Supermarket Type3,8.069918100888467,DR,28
410,15.15,Low Fat,0.027779254,Baking Goods,150.1708,Small,Tier 1,Supermarket Type1,7.317018498458271,FD,16
411,10.5,Low Fat,0.053930934,Household,238.3248,Medium,Tier 3,Grocery Store,6.56818240033484,NC,15
412,17.6,Low Fat,0.008033611,Dairy,174.2422,Medium,Tier 3,Supermarket Type2,8.369169867609529,FD,4
413,19.35,Low Fat,0.033088472,Meat,175.4738,Small,Tier 1,Supermarket Type1,6.258283107223997,FD,16
414,15.7,Low Fat,0.160663021,Household,59.4562,Small,Tier 1,Supermarket Type1,6.7221324389441985,NC,16
415,18.1,Low Fat,0.178975721,Dairy,155.5288,Small,Tier 2,Supermarket Type1,7.360287162315832,FD,6
416,10.195,Regular,0.017627888,Starchy Foods,239.6538,Small,Tier 2,Supermarket Type1,7.785113064294233,FD,9
417,12.89,Low Fat,0.0194158,Breads,41.6454,Medium,Tier 1,Grocery Store,4.44136572466589,FD,28
418,6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,Small,Tier 2,Supermarket Type1,6.739613985339597,FD,11
419,19.0,Low Fat,0.027139013,Household,127.3336,Small,Tier 2,Supermarket Type1,7.986563692353288,NC,6
420,7.075,Low Fat,0.03777249,Frozen Foods,98.0068,Medium,Tier 3,Grocery Store,5.678876205909646,FD,15
421,13.15,Low Fat,0.036746479,Frozen Foods,181.2976,Small,Tier 2,Supermarket Type1,8.089714594658016,FD,11
422,20.1,Regular,0.022460102,Fruits and Vegetables,226.8036,Medium,Tier 1,Supermarket Type1,8.136387719744981,FD,14
423,20.35,Regular,0.053930934,Dairy,256.7672,Medium,Tier 3,Supermarket Type2,8.635096824244934,FD,4
424,18.85,Low Fat,0.05213575,Health and Hygiene,190.1846,Medium,Tier 1,Supermarket Type1,8.808213834633479,NC,14
425,16.35,Regular,0.062508438,Fruits and Vegetables,227.1062,Medium,Tier 1,Supermarket Type1,8.638287184244,FD,14
426,11.3,Low Fat,0.007309544,Meat,196.2426,Medium,Tier 3,Supermarket Type2,8.506044272543347,FD,4
427,17.5,Low Fat,0.015623754,Fruits and Vegetables,182.6266,Medium,Tier 3,Supermarket Type2,8.050783799155077,FD,4
428,18.0,Regular,0.142978223,Fruits and Vegetables,87.4514,Small,Tier 2,Supermarket Type1,6.682061729183589,FD,11
429,7.935,Low Fat,0.017191055,Dairy,51.535,Small,Tier 2,Supermarket Type1,6.745112812442211,FD,11
